age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,jail_time,sex,race,c_charge_degree,decile_score,two_year_recid,compas_score,compas_class
35,0,0,0,0,0.0,1,2,1,1,0,0.1,0
29,0,1,1,4,1.0,1,2,1,4,1,0.4,0
23,0,0,0,2,1.0,1,2,1,4,1,0.4,0
28,0,0,0,7,0.0,1,2,1,10,1,1.0,1
34,0,0,0,0,2.0,2,3,2,7,1,0.7,1
32,0,0,0,5,4.0,2,3,1,2,0,0.2,0
52,0,0,0,2,31.0,1,3,2,1,0,0.1,0
25,0,0,0,2,1.0,1,2,1,4,0,0.4,0
34,0,1,0,15,1.0,1,3,1,7,0,0.7,1
47,0,0,0,4,0.0,1,2,1,4,1,0.4,0
50,0,0,0,9,0.0,1,2,1,9,0,0.9,1
30,0,0,0,4,1.0,2,2,1,5,0,0.5,0
22,0,0,0,0,0.0,1,3,2,3,1,0.3,0
53,0,0,0,1,0.0,1,3,2,1,1,0.1,0
47,0,0,0,7,0.0,2,2,1,9,1,0.9,1
37,0,0,0,3,241.0,1,3,1,8,0,0.8,1
37,0,0,0,8,1.0,1,2,2,5,0,0.5,0
26,0,0,0,7,2.0,1,2,1,10,1,1.0,1
31,0,0,0,0,3.0,2,3,2,2,0,0.2,0
20,0,0,3,0,0.0,1,3,1,3,1,0.3,0
22,0,0,0,0,50.0,1,2,1,7,1,0.7,1
33,0,0,1,14,1.0,1,2,1,10,1,1.0,1
30,0,0,0,1,0.0,1,2,2,2,0,0.2,0
27,0,0,0,5,6.0,1,3,1,6,1,0.6,0
24,0,0,0,2,2.0,1,2,2,9,1,0.9,1
20,0,0,0,1,1.0,2,1,2,4,0,0.4,0
29,0,0,0,0,1.0,1,2,2,2,0,0.2,0
24,0,0,0,0,2.0,1,3,1,3,0,0.3,0
44,0,0,0,29,20.0,1,2,1,9,1,0.9,1
46,0,0,0,1,31.0,2,3,2,1,1,0.1,0
36,0,0,0,1,1.0,2,2,1,2,0,0.2,0
23,0,0,0,0,0.0,1,2,2,3,1,0.3,0
21,0,0,1,1,0.0,1,2,1,10,1,1.0,1
29,0,0,0,6,1.0,1,2,1,6,1,0.6,0
25,1,4,0,10,7.0,1,4,1,9,1,0.9,1
22,0,0,0,1,0.0,2,4,1,4,0,0.4,0
29,0,0,0,4,0.0,1,2,2,5,0,0.5,0
26,0,0,0,0,6.0,2,2,2,9,0,0.9,1
50,0,0,0,7,7.0,2,3,2,1,1,0.1,0
32,0,0,0,1,98.0,1,2,1,2,0,0.2,0
45,0,0,0,0,1.0,1,4,1,1,0,0.1,0
30,0,0,0,1,83.0,1,2,1,2,0,0.2,0
25,0,0,0,0,0.0,1,2,1,5,0,0.5,0
44,0,0,0,10,5.0,2,3,1,5,1,0.5,0
58,0,0,0,0,1.0,1,2,1,4,1,0.4,0
24,0,0,0,5,-1.0,1,2,1,6,0,0.6,0
20,0,1,0,1,1.0,1,2,1,10,1,1.0,1
29,0,0,0,0,0.0,1,3,2,1,1,0.1,0
21,0,0,0,1,0.0,1,3,1,5,0,0.5,0
38,1,2,2,22,0.0,1,2,2,9,1,0.9,1
62,0,0,0,5,24.0,1,4,1,2,0,0.2,0
46,0,0,0,1,29.0,2,3,1,1,0,0.1,0
29,0,1,0,17,15.0,1,2,1,10,1,1.0,1
30,0,0,0,0,1.0,1,2,1,4,1,0.4,0
55,0,0,0,8,2.0,1,2,1,1,1,0.1,0
25,0,0,0,10,82.0,1,2,1,9,1,0.9,1
47,0,0,0,2,27.0,1,3,2,1,0,0.1,0
27,0,0,0,1,0.0,1,4,2,2,0,0.2,0
30,0,0,0,13,474.0,1,2,1,10,1,1.0,1
24,0,0,3,4,1.0,1,2,1,5,1,0.5,0
48,0,0,0,2,3.0,1,3,1,1,1,0.1,0
45,0,0,0,0,1.0,1,3,1,6,1,0.6,0
26,0,0,0,2,2.0,1,2,2,5,0,0.5,0
42,0,0,0,0,0.0,2,3,2,2,0,0.2,0
34,0,0,0,1,2.0,1,2,2,2,0,0.2,0
21,0,0,0,0,0.0,1,2,2,4,1,0.4,0
69,0,0,0,2,0.0,2,3,2,1,0,0.1,0
24,0,0,1,5,5.0,1,3,1,5,1,0.5,0
45,0,0,0,1,0.0,1,2,2,1,0,0.1,0
28,0,0,0,3,76.0,1,2,2,9,0,0.9,1
25,0,3,1,8,0.0,1,2,2,8,1,0.8,1
52,0,0,0,2,10.0,1,2,2,1,0,0.1,0
30,0,0,0,0,0.0,1,3,1,1,0,0.1,0
26,0,0,0,0,0.0,2,4,2,3,0,0.3,0
34,0,0,0,0,1.0,1,1,1,2,1,0.2,0
32,0,1,0,5,36.0,1,3,1,7,1,0.7,1
47,0,0,0,11,89.0,1,3,1,4,0,0.4,0
38,0,0,0,2,10.0,1,2,2,4,1,0.4,0
32,0,0,0,2,27.0,1,2,1,10,0,1.0,1
23,0,2,2,4,0.0,1,2,1,7,1,0.7,1
30,0,0,0,0,0.0,1,4,2,1,0,0.1,0
59,0,0,0,9,0.0,1,2,1,9,1,0.9,1
24,0,0,0,5,37.0,1,3,1,7,1,0.7,1
22,0,0,0,0,1.0,2,2,1,6,0,0.6,0
35,0,0,0,6,0.0,1,2,1,3,0,0.3,0
24,0,0,0,0,0.0,1,2,1,7,1,0.7,1
35,0,0,0,1,64.0,1,2,2,6,0,0.6,0
25,0,0,0,2,0.0,1,2,1,6,0,0.6,0
58,0,0,0,3,-1.0,1,3,2,2,0,0.2,0
27,0,0,0,7,2.0,1,2,1,4,1,0.4,0
24,0,0,1,6,45.0,1,2,1,9,1,0.9,1
33,0,0,0,2,0.0,1,3,2,2,0,0.2,0
44,0,0,0,4,1.0,1,3,1,3,0,0.3,0
30,0,0,0,3,2.0,1,2,1,5,0,0.5,0
39,0,0,0,2,6.0,2,4,1,2,0,0.2,0
28,0,0,0,0,0.0,1,3,1,3,0,0.3,0
34,0,0,0,1,1.0,1,2,1,2,0,0.2,0
26,0,0,0,1,4.0,1,2,1,8,1,0.8,1
23,0,0,0,0,2.0,1,2,1,2,0,0.2,0
29,0,0,1,11,49.0,1,3,1,8,1,0.8,1
31,0,0,0,0,0.0,1,2,2,4,0,0.4,0
38,0,0,0,1,0.0,1,1,1,1,0,0.1,0
30,0,0,0,14,64.0,1,2,1,8,1,0.8,1
21,0,0,0,2,77.0,1,3,1,4,1,0.4,0
44,0,0,0,0,1.0,1,2,1,1,0,0.1,0
52,0,0,0,0,1.0,1,2,1,1,0,0.1,0
30,0,0,0,6,0.0,1,2,1,5,1,0.5,0
31,0,0,0,9,0.0,1,2,1,8,1,0.8,1
21,0,1,0,2,12.0,2,2,1,6,0,0.6,0
77,0,0,0,1,3.0,1,3,2,1,0,0.1,0
61,0,0,0,4,118.0,1,3,1,6,0,0.6,0
41,0,0,0,0,0.0,2,2,2,1,0,0.1,0
24,0,0,0,0,1.0,2,3,2,5,0,0.5,0
34,0,0,0,5,1.0,2,2,1,3,0,0.3,0
34,0,0,0,3,8.0,1,3,1,2,1,0.2,0
27,0,0,0,1,0.0,1,4,1,3,0,0.3,0
25,0,0,2,6,0.0,1,2,2,7,1,0.7,1
30,0,0,0,1,0.0,1,2,1,1,0,0.1,0
59,0,0,0,0,1.0,1,4,1,1,0,0.1,0
55,0,0,0,1,1.0,1,3,1,1,1,0.1,0
22,0,1,0,1,30.0,2,2,2,6,0,0.6,0
32,0,0,0,0,4.0,1,3,1,6,1,0.6,0
53,0,0,0,5,2.0,1,2,2,2,0,0.2,0
50,0,0,0,1,0.0,1,3,2,2,0,0.2,0
26,0,0,0,1,2.0,1,1,1,4,1,0.4,0
21,0,0,1,2,1.0,1,4,1,5,1,0.5,0
36,0,0,0,7,0.0,1,2,1,6,1,0.6,0
35,0,0,0,16,191.0,1,2,1,8,1,0.8,1
25,0,0,0,0,1.0,2,3,2,3,0,0.3,0
31,0,0,0,2,117.0,2,3,2,6,0,0.6,0
26,0,0,0,1,1.0,2,2,1,5,0,0.5,0
25,0,0,0,0,0.0,1,3,2,2,0,0.2,0
32,0,0,0,0,0.0,1,2,2,1,0,0.1,0
40,0,0,0,5,0.0,1,3,1,3,0,0.3,0
35,0,0,0,0,0.0,1,2,1,3,0,0.3,0
27,0,0,0,2,3.0,1,2,1,3,0,0.3,0
33,0,0,0,12,2.0,1,2,1,9,1,0.9,1
36,0,0,0,1,40.0,1,6,1,1,0,0.1,0
30,0,0,0,2,0.0,1,3,1,2,0,0.2,0
30,0,0,0,0,3.0,1,2,1,4,0,0.4,0
41,0,0,0,19,220.0,1,2,1,8,0,0.8,1
21,0,0,0,1,65.0,2,3,2,7,0,0.7,1
29,0,0,0,0,0.0,2,3,1,7,0,0.7,1
32,0,0,0,1,0.0,1,3,2,2,0,0.2,0
25,0,0,0,0,-1.0,1,3,1,5,0,0.5,0
50,0,0,0,0,2.0,1,3,1,1,0,0.1,0
35,0,0,0,4,169.0,1,3,1,2,0,0.2,0
37,1,0,0,17,1.0,1,2,1,9,1,0.9,1
43,0,0,0,4,25.0,1,2,1,1,1,0.1,0
29,0,0,0,12,39.0,1,3,2,6,1,0.6,0
61,0,0,0,0,1.0,2,3,1,1,0,0.1,0
22,0,0,0,4,2.0,2,2,1,9,1,0.9,1
27,0,0,0,2,0.0,1,3,1,4,1,0.4,0
31,0,0,0,0,0.0,1,2,2,10,0,1.0,1
44,0,0,0,12,0.0,1,2,1,9,0,0.9,1
34,0,0,0,1,15.0,2,2,2,2,0,0.2,0
24,0,0,0,0,0.0,1,1,1,6,0,0.6,0
34,0,0,0,1,25.0,2,3,1,6,0,0.6,0
20,0,0,1,0,1.0,2,2,2,7,1,0.7,1
30,0,0,0,0,0.0,1,2,2,1,0,0.1,0
43,0,0,0,0,1.0,2,2,2,1,0,0.1,0
51,0,0,0,4,1.0,1,3,1,1,1,0.1,0
37,0,0,0,9,2.0,1,4,1,5,0,0.5,0
42,1,0,0,7,1.0,1,2,1,9,1,0.9,1
29,0,0,0,1,1.0,2,4,1,4,0,0.4,0
44,0,0,0,4,0.0,1,3,1,1,0,0.1,0
24,0,0,0,0,0.0,2,3,2,6,0,0.6,0
36,0,0,0,12,13.0,1,3,1,1,0,0.1,0
39,0,0,0,0,2.0,1,3,1,1,1,0.1,0
32,0,0,0,2,1.0,1,2,2,5,0,0.5,0
30,0,0,0,1,1.0,1,2,1,2,0,0.2,0
38,0,0,0,0,-1.0,1,2,2,1,0,0.1,0
27,0,0,0,8,3.0,2,2,1,6,0,0.6,0
24,0,0,0,2,0.0,1,3,2,3,0,0.3,0
30,0,0,0,0,2.0,2,3,1,6,1,0.6,0
43,0,0,0,0,1.0,2,3,2,2,1,0.2,0
30,6,0,0,8,0.0,1,2,2,9,1,0.9,1
22,0,0,0,2,178.0,1,2,1,7,1,0.7,1
26,0,0,0,1,0.0,2,3,2,4,0,0.4,0
37,0,0,0,3,38.0,1,3,1,4,0,0.4,0
25,0,0,0,5,0.0,1,3,1,9,1,0.9,1
65,0,0,0,1,0.0,1,3,1,3,1,0.3,0
52,0,0,0,0,7.0,1,1,1,5,1,0.5,0
37,0,0,0,9,48.0,1,4,1,6,0,0.6,0
29,0,0,0,1,0.0,1,3,1,1,0,0.1,0
32,0,0,0,3,120.0,1,3,1,5,0,0.5,0
36,0,0,0,0,1.0,1,4,2,1,1,0.1,0
21,0,2,6,8,243.0,1,2,1,9,1,0.9,1
21,0,0,0,1,1.0,1,3,1,3,0,0.3,0
47,0,0,0,13,66.0,1,3,2,4,1,0.4,0
36,0,0,0,4,0.0,2,2,1,2,0,0.2,0
25,0,0,0,6,12.0,2,2,1,7,1,0.7,1
32,0,0,0,4,1.0,1,3,2,2,1,0.2,0
43,0,0,0,1,1.0,1,3,1,1,0,0.1,0
27,0,0,0,2,131.0,1,2,1,6,0,0.6,0
26,0,0,0,8,26.0,1,2,2,4,1,0.4,0
21,0,0,0,1,22.0,1,2,1,3,0,0.3,0
34,0,0,0,0,1.0,1,6,2,2,0,0.2,0
46,0,0,0,1,0.0,1,4,2,1,0,0.1,0
40,2,0,0,23,31.0,1,2,2,6,1,0.6,0
38,0,0,0,3,1.0,1,3,2,3,0,0.3,0
41,0,0,0,7,58.0,1,2,1,9,0,0.9,1
25,0,0,0,7,43.0,1,3,1,10,1,1.0,1
21,0,0,0,1,11.0,1,3,1,4,0,0.4,0
74,0,0,0,0,0.0,2,3,2,1,0,0.1,0
41,0,0,0,5,0.0,1,3,2,4,1,0.4,0
57,0,0,0,11,320.0,1,2,1,7,1,0.7,1
27,0,0,0,0,0.0,2,4,2,3,0,0.3,0
30,0,1,0,1,1.0,1,2,2,2,0,0.2,0
33,0,0,0,3,1.0,2,3,1,6,1,0.6,0
24,0,0,0,2,0.0,1,3,2,2,0,0.2,0
52,0,0,0,0,0.0,1,6,1,1,0,0.1,0
29,0,0,0,0,-1.0,2,3,2,6,0,0.6,0
42,0,0,0,0,1.0,2,3,1,2,1,0.2,0
30,0,0,1,1,0.0,2,3,1,2,0,0.2,0
33,0,0,0,0,45.0,1,2,1,5,0,0.5,0
38,0,0,0,1,4.0,1,4,1,1,0,0.1,0
21,0,0,1,2,7.0,1,2,1,6,1,0.6,0
41,0,0,0,9,0.0,2,3,2,4,1,0.4,0
28,0,0,0,5,2.0,2,2,2,8,0,0.8,1
28,0,0,0,3,0.0,1,4,1,8,0,0.8,1
52,0,0,0,3,0.0,2,2,1,1,0,0.1,0
21,0,0,3,1,0.0,1,4,1,8,0,0.8,1
22,0,0,0,1,2.0,2,4,1,5,0,0.5,0
32,0,0,0,3,0.0,1,4,1,3,0,0.3,0
25,0,0,0,0,90.0,1,2,1,2,1,0.2,0
27,0,0,0,0,1.0,2,2,2,3,0,0.3,0
35,0,0,0,0,0.0,1,3,1,2,0,0.2,0
40,0,0,0,2,0.0,1,2,2,3,0,0.3,0
29,0,0,0,0,47.0,2,1,1,3,0,0.3,0
24,0,0,2,2,24.0,1,2,2,9,1,0.9,1
24,5,1,0,10,0.0,1,2,1,10,1,1.0,1
36,0,1,0,26,117.0,1,4,1,10,1,1.0,1
54,0,0,0,13,0.0,1,2,1,6,0,0.6,0
26,0,0,0,5,0.0,1,4,1,3,0,0.3,0
50,0,0,0,1,9.0,1,3,1,2,0,0.2,0
21,0,0,0,1,0.0,1,2,1,7,1,0.7,1
51,0,0,0,0,0.0,1,4,2,1,0,0.1,0
24,0,0,2,2,0.0,1,2,1,5,1,0.5,0
33,0,2,3,11,57.0,1,2,1,8,1,0.8,1
29,0,0,0,3,1.0,1,2,2,1,0,0.1,0
25,0,0,0,0,0.0,2,3,2,4,0,0.4,0
38,0,0,0,0,0.0,1,2,1,3,1,0.3,0
46,0,0,0,1,10.0,1,3,1,3,0,0.3,0
33,0,0,2,9,14.0,1,2,2,7,1,0.7,1
31,0,1,0,19,0.0,1,4,1,7,1,0.7,1
21,0,0,0,0,4.0,1,1,2,4,0,0.4,0
60,0,0,0,1,1.0,1,1,2,1,1,0.1,0
39,0,0,0,3,0.0,2,2,1,5,1,0.5,0
23,0,0,0,1,0.0,1,2,1,5,0,0.5,0
23,0,0,0,3,0.0,2,2,2,5,1,0.5,0
35,0,0,0,4,11.0,1,2,1,4,0,0.4,0
49,0,0,0,12,2.0,1,3,1,2,1,0.2,0
26,0,0,0,1,1.0,1,1,2,4,0,0.4,0
27,0,0,0,0,2.0,1,3,2,5,0,0.5,0
22,0,1,3,2,0.0,1,2,1,6,0,0.6,0
29,0,0,0,0,1.0,2,2,1,4,1,0.4,0
31,0,0,0,0,1.0,1,2,2,9,0,0.9,1
31,0,0,0,5,37.0,1,4,1,6,1,0.6,0
29,0,0,0,0,0.0,2,4,1,3,0,0.3,0
65,0,0,0,0,0.0,2,3,1,1,0,0.1,0
34,0,0,0,1,3.0,2,4,2,3,0,0.3,0
24,0,0,2,6,7.0,1,3,1,10,0,1.0,1
46,0,0,0,0,1.0,1,2,2,2,0,0.2,0
26,0,0,0,3,41.0,1,1,1,2,0,0.2,0
20,0,0,0,0,-1.0,1,2,1,4,1,0.4,0
29,0,0,0,16,33.0,1,2,1,10,1,1.0,1
29,0,0,0,7,2.0,1,2,1,3,0,0.3,0
56,0,0,0,3,0.0,2,3,1,1,0,0.1,0
21,0,0,0,0,1.0,1,2,1,4,0,0.4,0
40,0,0,0,0,4.0,1,2,1,10,1,1.0,1
22,0,0,0,2,54.0,1,2,2,9,1,0.9,1
39,0,0,0,0,1.0,1,3,2,1,0,0.1,0
22,0,1,0,1,-1.0,1,2,1,8,1,0.8,1
27,0,0,0,5,1.0,2,1,1,6,1,0.6,0
36,0,0,0,1,0.0,1,3,1,2,0,0.2,0
30,0,0,0,0,1.0,1,2,1,1,0,0.1,0
56,0,0,0,17,23.0,1,3,1,4,1,0.4,0
36,0,0,0,0,1.0,1,2,2,6,0,0.6,0
38,0,0,0,5,0.0,1,2,2,7,0,0.7,1
32,0,0,0,0,2.0,1,2,1,1,0,0.1,0
34,0,0,0,5,25.0,2,2,1,9,1,0.9,1
23,0,0,0,0,0.0,1,1,2,3,0,0.3,0
52,0,0,0,0,0.0,1,3,2,1,0,0.1,0
20,0,1,1,1,13.0,1,3,1,10,1,1.0,1
38,0,0,0,5,5.0,1,2,2,4,0,0.4,0
46,0,0,0,0,0.0,1,3,2,1,0,0.1,0
27,0,0,0,0,9.0,1,2,1,4,1,0.4,0
20,0,0,0,2,16.0,1,2,1,3,1,0.3,0
51,0,0,0,1,0.0,2,2,2,1,0,0.1,0
29,0,0,0,1,1.0,2,3,1,2,1,0.2,0
35,0,0,0,7,2.0,2,2,1,2,1,0.2,0
37,0,0,0,1,1.0,1,3,2,1,1,0.1,0
63,0,0,0,0,0.0,1,3,1,1,0,0.1,0
27,0,0,0,2,0.0,1,2,1,6,0,0.6,0
27,0,0,0,1,0.0,1,2,1,4,1,0.4,0
27,0,0,0,0,3.0,1,2,1,5,0,0.5,0
24,0,0,0,2,0.0,1,2,2,6,1,0.6,0
30,0,0,0,1,-1.0,1,4,1,2,1,0.2,0
32,0,1,0,13,0.0,1,2,2,8,1,0.8,1
25,0,0,0,4,33.0,1,3,1,10,1,1.0,1
24,2,1,0,10,0.0,1,2,2,9,0,0.9,1
27,0,0,0,0,1.0,1,2,2,1,0,0.1,0
48,0,0,0,0,9.0,2,2,2,5,0,0.5,0
26,0,0,0,1,0.0,2,2,2,4,0,0.4,0
58,0,0,0,0,0.0,1,1,1,1,0,0.1,0
23,0,0,2,1,19.0,1,3,1,5,1,0.5,0
22,0,1,1,3,0.0,1,3,2,4,1,0.4,0
51,0,0,0,4,60.0,2,2,1,1,0,0.1,0
41,0,0,0,0,3.0,1,2,1,1,0,0.1,0
21,0,0,0,0,0.0,1,2,1,7,0,0.7,1
32,0,0,0,1,0.0,1,2,2,7,0,0.7,1
26,0,0,0,0,1.0,1,1,2,2,0,0.2,0
39,0,0,0,3,2.0,2,2,2,6,0,0.6,0
48,0,0,0,0,0.0,2,1,2,1,0,0.1,0
46,0,0,0,0,0.0,1,3,2,1,0,0.1,0
56,0,0,0,2,0.0,1,4,2,8,0,0.8,1
22,0,0,0,1,1.0,1,2,2,7,1,0.7,1
33,0,1,0,7,116.0,1,1,1,8,1,0.8,1
36,0,0,0,2,47.0,1,2,1,4,1,0.4,0
20,0,1,0,1,5.0,1,5,1,9,1,0.9,1
32,0,0,0,0,0.0,1,3,2,3,0,0.3,0
38,0,0,0,17,1.0,1,2,2,4,1,0.4,0
64,0,0,0,1,0.0,1,4,2,1,0,0.1,0
22,0,0,0,1,5.0,1,2,1,5,1,0.5,0
69,0,0,0,0,2.0,1,3,2,1,1,0.1,0
26,0,0,0,2,0.0,1,2,1,4,0,0.4,0
27,0,0,0,1,16.0,2,2,2,6,1,0.6,0
30,0,0,0,1,7.0,2,3,2,6,0,0.6,0
22,0,0,0,2,1.0,1,2,1,8,0,0.8,1
43,0,0,0,0,0.0,2,3,1,1,0,0.1,0
24,0,0,0,0,29.0,1,4,1,1,1,0.1,0
22,0,0,0,2,0.0,1,3,2,4,1,0.4,0
55,0,0,0,0,0.0,2,3,2,1,0,0.1,0
34,0,0,0,0,76.0,1,4,2,1,0,0.1,0
20,0,0,2,1,2.0,1,2,1,2,0,0.2,0
22,0,0,0,1,1.0,1,2,2,7,1,0.7,1
29,0,4,1,15,186.0,1,2,1,9,1,0.9,1
33,0,0,0,9,49.0,1,3,1,9,1,0.9,1
55,0,0,0,7,0.0,1,3,1,8,0,0.8,1
22,0,0,0,1,1.0,1,2,1,6,0,0.6,0
55,0,0,0,1,9.0,1,2,1,1,0,0.1,0
43,0,0,0,0,1.0,2,3,1,1,1,0.1,0
21,0,0,3,0,6.0,1,2,1,10,1,1.0,1
38,1,0,0,6,52.0,1,2,1,4,0,0.4,0
23,0,0,0,0,0.0,1,2,1,2,0,0.2,0
28,0,0,0,1,0.0,2,3,2,5,0,0.5,0
45,0,0,0,0,1.0,1,1,1,1,0,0.1,0
39,0,0,0,1,13.0,1,2,1,1,0,0.1,0
79,0,0,0,1,1.0,1,3,2,1,0,0.1,0
48,0,0,0,1,0.0,1,3,1,1,0,0.1,0
20,0,2,1,2,31.0,1,4,1,8,1,0.8,1
31,1,0,0,5,0.0,1,2,2,8,0,0.8,1
30,0,1,0,4,0.0,1,3,2,5,1,0.5,0
32,0,0,0,5,0.0,1,2,1,4,1,0.4,0
56,0,0,0,1,3.0,1,3,2,1,0,0.1,0
28,0,0,0,0,0.0,2,2,2,8,1,0.8,1
43,0,0,0,2,2.0,1,2,2,1,0,0.1,0
20,0,0,2,0,0.0,1,4,1,3,0,0.3,0
27,0,0,0,21,35.0,1,2,1,7,1,0.7,1
41,0,0,0,0,3.0,1,2,2,6,0,0.6,0
24,0,0,0,1,1.0,1,1,1,3,0,0.3,0
43,0,0,0,3,1.0,1,2,2,1,1,0.1,0
33,0,0,0,1,1.0,2,2,1,1,0,0.1,0
22,0,0,0,0,9.0,1,2,1,3,0,0.3,0
34,0,0,0,3,1.0,1,2,1,1,0,0.1,0
36,0,0,0,0,0.0,1,3,2,1,0,0.1,0
69,0,0,0,0,0.0,1,3,1,5,0,0.5,0
32,0,0,0,5,0.0,1,3,1,5,1,0.5,0
22,0,0,0,1,0.0,1,2,1,7,1,0.7,1
46,0,0,0,0,78.0,1,3,1,5,0,0.5,0
34,0,0,0,1,1.0,1,3,2,5,0,0.5,0
32,0,0,0,0,10.0,2,4,2,1,0,0.1,0
39,0,0,0,0,0.0,1,2,2,1,0,0.1,0
25,0,0,1,6,1.0,1,2,2,7,1,0.7,1
21,0,0,1,0,1.0,2,4,2,4,1,0.4,0
63,0,0,0,9,1.0,1,2,1,6,1,0.6,0
24,0,0,0,8,0.0,1,3,1,4,1,0.4,0
29,0,0,0,2,1.0,1,3,2,5,0,0.5,0
20,0,3,0,3,-1.0,1,2,1,8,1,0.8,1
40,0,0,0,0,2.0,2,3,2,5,0,0.5,0
30,0,0,0,7,0.0,1,2,1,8,1,0.8,1
36,0,0,0,10,6.0,1,3,2,5,1,0.5,0
50,0,0,0,5,5.0,1,3,1,7,0,0.7,1
37,0,0,0,4,75.0,1,2,2,7,1,0.7,1
34,0,0,0,1,-1.0,1,2,1,7,0,0.7,1
35,0,0,0,0,1.0,2,4,1,2,0,0.2,0
31,0,0,0,1,1.0,2,2,2,2,1,0.2,0
23,0,0,1,10,70.0,1,3,1,7,0,0.7,1
22,0,0,0,0,32.0,1,4,1,4,1,0.4,0
37,0,0,0,2,4.0,1,3,1,1,1,0.1,0
20,0,0,0,0,0.0,1,1,1,4,0,0.4,0
54,0,0,0,22,0.0,1,2,1,7,1,0.7,1
26,0,0,0,2,0.0,1,3,1,5,0,0.5,0
34,0,0,0,12,11.0,1,2,1,9,1,0.9,1
59,0,0,0,2,0.0,1,3,2,1,1,0.1,0
45,0,0,0,2,0.0,1,3,1,2,0,0.2,0
37,0,0,0,2,12.0,1,3,2,2,0,0.2,0
38,0,0,0,0,0.0,1,1,1,1,1,0.1,0
45,0,0,0,1,5.0,1,3,1,1,1,0.1,0
22,0,0,0,1,36.0,1,2,1,8,0,0.8,1
24,0,0,1,3,35.0,1,2,1,8,1,0.8,1
25,0,0,0,5,36.0,1,2,1,5,0,0.5,0
24,0,0,0,6,1.0,1,2,1,6,1,0.6,0
52,0,0,0,3,0.0,2,2,2,3,0,0.3,0
20,0,0,0,1,1.0,1,2,2,4,1,0.4,0
32,0,0,0,6,0.0,1,2,1,6,0,0.6,0
32,0,0,0,2,0.0,2,3,1,2,1,0.2,0
39,0,0,0,8,20.0,1,3,1,6,0,0.6,0
49,0,0,0,3,0.0,1,2,1,8,1,0.8,1
20,1,0,0,1,0.0,1,2,1,4,1,0.4,0
31,0,0,0,11,0.0,1,3,1,7,1,0.7,1
58,0,0,0,7,185.0,1,3,1,7,1,0.7,1
50,0,0,0,2,0.0,1,4,2,1,0,0.1,0
26,0,1,1,11,1.0,1,2,1,7,1,0.7,1
20,1,0,0,1,2.0,1,2,1,6,0,0.6,0
39,0,0,0,1,0.0,1,3,1,1,0,0.1,0
51,0,0,0,1,1.0,1,3,2,2,1,0.2,0
30,0,0,0,2,18.0,1,2,2,2,0,0.2,0
39,0,0,0,0,3.0,1,1,2,1,0,0.1,0
26,1,0,0,9,50.0,1,3,1,9,1,0.9,1
26,0,0,0,2,33.0,1,2,1,6,0,0.6,0
35,1,0,0,13,134.0,1,2,1,9,1,0.9,1
20,0,0,0,0,0.0,1,1,2,5,0,0.5,0
51,0,0,0,7,146.0,2,3,1,5,0,0.5,0
26,0,0,0,0,0.0,2,3,1,5,0,0.5,0
26,0,0,0,5,2.0,1,2,1,4,0,0.4,0
20,0,0,2,0,1.0,1,3,1,2,0,0.2,0
28,0,0,0,0,15.0,1,2,1,3,1,0.3,0
23,0,1,2,1,0.0,1,2,2,2,1,0.2,0
21,0,0,0,0,0.0,2,2,2,5,0,0.5,0
25,0,0,0,0,1.0,1,1,1,9,1,0.9,1
30,0,0,0,0,1.0,1,3,1,3,0,0.3,0
21,0,2,7,2,0.0,1,3,1,9,1,0.9,1
20,1,0,0,1,40.0,1,3,1,7,1,0.7,1
24,0,0,0,5,18.0,1,3,1,6,1,0.6,0
35,0,0,0,22,2.0,1,2,1,10,1,1.0,1
27,0,0,0,0,2.0,2,1,1,3,1,0.3,0
50,0,0,0,2,9.0,1,3,1,2,1,0.2,0
25,0,0,0,5,1.0,1,2,2,9,0,0.9,1
48,0,0,0,1,0.0,2,3,1,9,0,0.9,1
31,1,1,1,12,40.0,1,2,2,8,1,0.8,1
26,0,0,0,0,1.0,1,2,1,9,0,0.9,1
22,0,0,0,0,1.0,1,2,1,4,0,0.4,0
29,0,0,0,0,0.0,1,2,1,3,0,0.3,0
33,0,0,0,2,0.0,1,1,1,1,1,0.1,0
52,0,0,0,1,0.0,1,3,1,1,0,0.1,0
37,0,0,0,0,0.0,1,4,2,1,1,0.1,0
21,0,0,0,0,0.0,1,2,1,7,0,0.7,1
21,0,0,0,1,-1.0,1,3,1,8,0,0.8,1
20,0,0,0,0,2.0,2,3,1,8,1,0.8,1
43,0,0,0,1,0.0,1,4,2,1,1,0.1,0
30,0,0,0,1,1.0,1,3,1,1,1,0.1,0
33,0,0,0,3,4.0,2,2,2,4,1,0.4,0
24,0,0,0,3,93.0,1,2,1,7,0,0.7,1
52,0,0,0,0,0.0,2,4,2,1,1,0.1,0
30,0,0,0,11,6.0,2,2,1,7,1,0.7,1
30,0,0,0,0,0.0,2,3,2,2,0,0.2,0
47,0,0,0,13,0.0,1,2,1,2,1,0.2,0
41,0,1,0,9,2.0,1,2,2,9,0,0.9,1
21,1,0,0,4,0.0,1,4,1,10,1,1.0,1
53,0,0,0,1,0.0,1,4,1,1,0,0.1,0
48,0,0,0,6,5.0,1,3,1,2,0,0.2,0
